id,Datetime,Rainfall (mm),Discharge (ML/d),Turbidity (NTU),Discharge (cms)
13566,2016-06-07 11:00:00,0.0,37.616,5.8,0.435
13567,2016-06-07 12:00:00,0.5,36.288,5.3,0.42
13568,2016-06-07 13:00:00,0.0,35.338,5.2,0.409
13569,2016-06-07 14:00:00,0.0,34.839,5.2,0.403
13570,2016-06-07 15:00:00,0.0,34.343,5.0,0.397
13571,2016-06-07 16:00:00,0.0,34.281,5.0,0.397
13572,2016-06-07 17:00:00,0.0,34.1,5.0,0.395
13857,2016-06-19 14:00:00,3.0,17.886,7.5,0.207
13858,2016-06-19 15:00:00,3.5,18.471,8.3,0.214
13859,2016-06-19 16:00:00,3.0,19.986,9.2,0.231
13860,2016-06-19 17:00:00,1.0,120.467,28.9,1.394
13861,2016-06-19 18:00:00,1.0,358.7,85.2,4.152
13862,2016-06-19 19:00:00,4.0,548.11,77.8,6.344
13863,2016-06-19 20:00:00,2.5,563.236,63.9,6.519
13864,2016-06-19 21:00:00,0.5,526.54,67.0,6.094
13865,2016-06-19 22:00:00,1.0,769.577,63.5,8.907
13866,2016-06-19 23:00:00,0.5,1049.121,60.0,12.143
13867,2016-06-20 00:00:00,0.0,1097.828,56.6,12.706
13868,2016-06-20 01:00:00,0.0,1040.513,53.1,12.043
13869,2016-06-20 02:00:00,0.0,898.094,49.6,10.395
13870,2016-06-20 03:00:00,0.0,711.403,46.2,8.234
13871,2016-06-20 04:00:00,0.0,655.239,42.7,7.584
13872,2016-06-20 05:00:00,0.0,651.259,39.2,7.538
13873,2016-06-20 06:00:00,0.0,497.645,35.8,5.76
13874,2016-06-20 07:00:00,0.0,394.479,32.3,4.566
13875,2016-06-20 08:00:00,0.0,374.319,28.8,4.332
13876,2016-06-20 09:00:00,0.0,302.263,25.4,3.498
13877,2016-06-20 10:00:00,0.0,264.381,22.0,3.06
13878,2016-06-20 11:00:00,0.0,245.351,19.5,2.84
13879,2016-06-20 12:00:00,0.0,220.427,18.2,2.551
13880,2016-06-20 13:00:00,0.5,204.528,17.7,2.367
13881,2016-06-20 14:00:00,0.5,191.051,15.9,2.211
13882,2016-06-20 15:00:00,0.5,186.736,15.1,2.161
13883,2016-06-20 16:00:00,0.0,168.487,14.4,1.95
13884,2016-06-20 17:00:00,1.0,160.703,13.7,1.86
13885,2016-06-20 18:00:00,0.0,167.531,13.1,1.939
13886,2016-06-20 19:00:00,0.0,167.908,13.0,1.943
13887,2016-06-20 20:00:00,0.0,161.023,14.9,1.864
13888,2016-06-20 21:00:00,0.0,161.385,19.2,1.868
13889,2016-06-20 22:00:00,0.0,153.359,16.6,1.775
13890,2016-06-20 23:00:00,0.0,133.987,17.3,1.551
13891,2016-06-21 00:00:00,0.0,133.165,14.9,1.541
13892,2016-06-21 01:00:00,0.0,123.954,15.3,1.435
13893,2016-06-21 02:00:00,0.0,111.177,15.1,1.287
13894,2016-06-21 03:00:00,0.0,115.022,13.1,1.331
13895,2016-06-21 04:00:00,0.0,112.973,11.4,1.308
13896,2016-06-21 05:00:00,0.0,100.305,11.4,1.161
13897,2016-06-21 06:00:00,0.0,101.806,10.7,1.178
13898,2016-06-21 07:00:00,0.0,100.246,10.2,1.16
13899,2016-06-21 08:00:00,0.0,91.374,10.1,1.058
13900,2016-06-21 09:00:00,0.0,92.556,9.6,1.071
13901,2016-06-21 10:00:00,0.0,91.412,8.3,1.058
13902,2016-06-21 11:00:00,0.0,89.741,7.8,1.039
13903,2016-06-21 12:00:00,0.0,88.118,7.7,1.02
13904,2016-06-21 13:00:00,0.0,85.55,7.3,0.99
13905,2016-06-21 14:00:00,0.0,84.98,7.3,0.984
13906,2016-06-21 15:00:00,0.0,84.081,7.2,0.973
13907,2016-06-21 16:00:00,0.0,79.464,7.4,0.92
13908,2016-06-21 17:00:00,0.0,77.703,7.4,0.899
13909,2016-06-21 18:00:00,0.0,74.217,7.5,0.859
13910,2016-06-21 19:00:00,0.0,69.956,7.6,0.81
13911,2016-06-21 20:00:00,0.0,68.818,7.6,0.797
13912,2016-06-21 21:00:00,0.0,65.968,7.6,0.764
13913,2016-06-21 22:00:00,0.0,63.25,7.3,0.732
13914,2016-06-21 23:00:00,0.0,62.479,6.9,0.723
13915,2016-06-22 00:00:00,0.0,59.843,7.3,0.693
13916,2016-06-22 01:00:00,0.5,59.325,7.0,0.687
13917,2016-06-22 02:00:00,1.0,59.974,6.6,0.694
13918,2016-06-22 03:00:00,0.5,58.767,6.4,0.68
13919,2016-06-22 04:00:00,0.5,60.364,6.2,0.699
13920,2016-06-22 05:00:00,0.5,61.862,6.3,0.716
13921,2016-06-22 06:00:00,0.5,63.47,6.2,0.735
13922,2016-06-22 07:00:00,0.0,81.216,7.8,0.94
13923,2016-06-22 08:00:00,0.0,94.155,8.8,1.09
13924,2016-06-22 09:00:00,0.5,93.127,8.1,1.078
13925,2016-06-22 10:00:00,0.0,88.975,7.6,1.03
13926,2016-06-22 11:00:00,0.0,90.963,7.9,1.053
13927,2016-06-22 12:00:00,0.0,86.024,8.3,0.996
13928,2016-06-22 13:00:00,0.0,78.705,8.3,0.911
13929,2016-06-22 14:00:00,0.0,78.954,7.9,0.914
13930,2016-06-22 15:00:00,0.0,79.058,8.1,0.915
13931,2016-06-22 16:00:00,0.0,75.107,8.3,0.869
13932,2016-06-22 17:00:00,0.0,74.074,7.9,0.857
13933,2016-06-22 18:00:00,0.0,73.004,8.1,0.845
13934,2016-06-22 19:00:00,0.0,72.14,8.2,0.835
13935,2016-06-22 20:00:00,0.0,70.995,8.4,0.822
13936,2016-06-22 21:00:00,0.0,69.1,8.5,0.8
13937,2016-06-22 22:00:00,0.0,67.007,8.7,0.776
13938,2016-06-22 23:00:00,0.0,65.097,7.9,0.753
13939,2016-06-23 00:00:00,0.0,61.55,7.4,0.712
13940,2016-06-23 01:00:00,0.0,59.417,6.9,0.688
13941,2016-06-23 02:00:00,0.0,57.49,7.0,0.665
13942,2016-06-23 03:00:00,0.0,54.431,6.9,0.63
13943,2016-06-23 04:00:00,0.0,54.468,6.6,0.63
13944,2016-06-23 05:00:00,0.0,54.797,6.6,0.634
13945,2016-06-23 06:00:00,0.0,53.742,6.6,0.622
13946,2016-06-23 07:00:00,0.0,53.82,6.4,0.623
13947,2016-06-23 08:00:00,0.0,52.975,5.9,0.613
13948,2016-06-23 09:00:00,0.0,51.944,5.4,0.601
13949,2016-06-23 10:00:00,0.0,51.826,5.1,0.6
14592,2016-07-20 05:00:00,2.5,28.537,2.9,0.33
14593,2016-07-20 06:00:00,4.5,36.505,4.9,0.423
14594,2016-07-20 07:00:00,9.0,79.68,26.4,0.922
14595,2016-07-20 08:00:00,1.5,199.527,81.4,2.309
14596,2016-07-20 09:00:00,2.0,432.973,138.7,5.011
14597,2016-07-20 10:00:00,5.0,801.648,213.6,9.278
14598,2016-07-20 11:00:00,3.5,940.673,168.5,10.887
14599,2016-07-20 12:00:00,1.0,740.508,139.8,8.571
14600,2016-07-20 13:00:00,1.0,923.767,150.9,10.692
14601,2016-07-20 14:00:00,1.0,1144.032,138.6,13.241
14602,2016-07-20 15:00:00,0.0,1131.038,121.5,13.091
14603,2016-07-20 16:00:00,1.0,1114.96,98.5,12.905
14604,2016-07-20 17:00:00,1.5,1085.329,89.0,12.562
14605,2016-07-20 18:00:00,0.0,970.297,85.1,11.23
14606,2016-07-20 19:00:00,0.0,895.889,57.0,10.369
14607,2016-07-20 20:00:00,0.0,821.624,46.7,9.51
14608,2016-07-20 21:00:00,0.0,716.437,42.3,8.292
14609,2016-07-20 22:00:00,0.0,576.128,38.1,6.668
14610,2016-07-20 23:00:00,0.0,510.81,34.0,5.912
14611,2016-07-21 00:00:00,0.0,473.81,29.8,5.484
14612,2016-07-21 01:00:00,0.0,393.26,30.2,4.552
14613,2016-07-21 02:00:00,0.0,364.037,25.2,4.213
14614,2016-07-21 03:00:00,0.0,354.195,24.7,4.099
14615,2016-07-21 04:00:00,0.0,291.317,22.3,3.372
14616,2016-07-21 05:00:00,0.0,271.458,20.1,3.142
14617,2016-07-21 06:00:00,0.0,275.557,19.8,3.189
14618,2016-07-21 07:00:00,0.0,226.93,18.2,2.627
14619,2016-07-21 08:00:00,0.0,221.338,15.7,2.562
14620,2016-07-21 09:00:00,0.0,223.32,15.1,2.585
14621,2016-07-21 10:00:00,0.0,205.749,13.9,2.381
14622,2016-07-21 11:00:00,0.0,195.035,11.6,2.257
14623,2016-07-21 12:00:00,0.0,191.049,10.8,2.211
14624,2016-07-21 13:00:00,0.0,185.951,10.4,2.152
14625,2016-07-21 14:00:00,0.0,178.02,10.2,2.06
14626,2016-07-21 15:00:00,0.0,163.388,10.2,1.891
14627,2016-07-21 16:00:00,0.0,163.386,9.8,1.891
14628,2016-07-21 17:00:00,0.0,152.585,9.8,1.766
14629,2016-07-21 18:00:00,0.0,139.542,10.1,1.615
14630,2016-07-21 19:00:00,0.0,146.615,10.1,1.697
14631,2016-07-21 20:00:00,0.0,122.898,9.5,1.422
14632,2016-07-21 21:00:00,0.0,124.964,9.4,1.446
14633,2016-07-21 22:00:00,0.0,140.215,9.6,1.623
14634,2016-07-21 23:00:00,0.0,122.516,9.0,1.418
14635,2016-07-22 00:00:00,0.0,105.18,8.8,1.217
14636,2016-07-22 01:00:00,0.0,100.637,8.6,1.165
14637,2016-07-22 02:00:00,0.0,108.783,8.3,1.259
14638,2016-07-22 03:00:00,0.0,104.975,8.8,1.215
14639,2016-07-22 04:00:00,0.0,116.08,8.4,1.344
14640,2016-07-22 05:00:00,0.0,100.135,8.2,1.159
14641,2016-07-22 06:00:00,0.0,92.098,8.5,1.066
14642,2016-07-22 07:00:00,0.0,89.825,7.8,1.04
14643,2016-07-22 08:00:00,0.0,88.879,7.5,1.029
14644,2016-07-22 09:00:00,0.0,85.687,7.2,0.992
14645,2016-07-22 10:00:00,0.0,91.186,6.7,1.055
14646,2016-07-22 11:00:00,0.0,89.022,5.2,1.03
14647,2016-07-22 12:00:00,0.0,87.325,4.8,1.011
14648,2016-07-22 13:00:00,0.0,85.595,5.2,0.991
14649,2016-07-22 14:00:00,0.0,86.479,4.8,1.001
14650,2016-07-22 15:00:00,0.0,89.558,4.9,1.037
14651,2016-07-22 16:00:00,0.0,89.019,5.0,1.03
14652,2016-07-22 17:00:00,0.0,89.105,5.2,1.031
14653,2016-07-22 18:00:00,0.0,90.685,6.1,1.05
14654,2016-07-22 19:00:00,0.0,93.334,6.0,1.08
14655,2016-07-22 20:00:00,0.0,90.595,5.8,1.049
14656,2016-07-22 21:00:00,0.0,87.555,5.9,1.013
14657,2016-07-22 22:00:00,0.0,84.411,5.8,0.977
14658,2016-07-22 23:00:00,0.0,81.149,6.3,0.939
14659,2016-07-23 00:00:00,13.5,86.916,10.1,1.006
14660,2016-07-23 01:00:00,4.5,101.892,42.2,1.179
14661,2016-07-23 02:00:00,0.5,206.546,97.2,2.391
14662,2016-07-23 03:00:00,0.0,468.857,208.3,5.427
14663,2016-07-23 04:00:00,0.0,849.459,182.9,9.832
14664,2016-07-23 05:00:00,0.0,473.676,130.2,5.482
14665,2016-07-23 06:00:00,0.0,259.879,117.1,3.008
14666,2016-07-23 07:00:00,0.0,189.091,130.8,2.189
14667,2016-07-23 08:00:00,0.0,160.634,134.4,1.859
14668,2016-07-23 09:00:00,0.0,138.823,100.9,1.607
14669,2016-07-23 10:00:00,0.5,136.957,78.4,1.585
14670,2016-07-23 11:00:00,0.0,132.684,52.6,1.536
14671,2016-07-23 12:00:00,0.0,126.57,33.7,1.465
14672,2016-07-23 13:00:00,0.0,124.189,26.4,1.437
14673,2016-07-23 14:00:00,0.0,124.514,21.9,1.441
14674,2016-07-23 15:00:00,0.0,113.268,18.2,1.311
14675,2016-07-23 16:00:00,0.0,110.995,14.9,1.285
14676,2016-07-23 17:00:00,0.0,109.539,13.9,1.268
14677,2016-07-23 18:00:00,0.0,102.471,13.8,1.186
14678,2016-07-23 19:00:00,0.0,101.143,13.1,1.171
14679,2016-07-23 20:00:00,0.0,95.539,12.0,1.106
14680,2016-07-23 21:00:00,0.0,87.252,10.9,1.01
14681,2016-07-23 22:00:00,0.0,93.253,10.7,1.079
14682,2016-07-23 23:00:00,0.0,94.265,9.2,1.091
14683,2016-07-24 00:00:00,0.0,86.65,8.4,1.003
14684,2016-07-24 01:00:00,0.0,88.753,8.4,1.027
14685,2016-07-24 02:00:00,0.0,89.342,8.0,1.034
14686,2016-07-24 03:00:00,0.0,79.495,7.3,0.92
14687,2016-07-24 04:00:00,0.0,79.533,7.6,0.921
14688,2016-07-24 05:00:00,0.0,82.466,7.1,0.954
14689,2016-07-24 06:00:00,0.0,74.688,6.2,0.864
14690,2016-07-24 07:00:00,0.0,75.777,6.3,0.877
14691,2016-07-24 08:00:00,0.0,80.952,6.6,0.937
14692,2016-07-24 09:00:00,0.0,73.869,5.9,0.855
14693,2016-07-24 10:00:00,0.0,71.676,5.7,0.83
14694,2016-07-24 11:00:00,0.0,74.854,5.8,0.866
14695,2016-07-24 12:00:00,0.0,76.594,5.2,0.887
14696,2016-07-24 13:00:00,0.0,72.714,4.8,0.842
14697,2016-07-24 14:00:00,0.0,72.909,4.9,0.844
14698,2016-07-24 15:00:00,0.0,72.765,4.9,0.842
14699,2016-07-24 16:00:00,0.0,71.246,4.8,0.825
14700,2016-07-24 17:00:00,0.0,72.625,5.1,0.841
14701,2016-07-24 18:00:00,0.0,71.35,4.9,0.826
14702,2016-07-24 19:00:00,0.0,72.202,4.7,0.836
14703,2016-07-24 20:00:00,0.0,71.964,4.6,0.833
14704,2016-07-24 21:00:00,0.0,68.756,4.4,0.796
14705,2016-07-24 22:00:00,0.0,66.436,4.4,0.769
14706,2016-07-24 23:00:00,0.0,66.715,4.5,0.772
14707,2016-07-25 00:00:00,0.0,64.33,4.6,0.745
14708,2016-07-25 01:00:00,1.0,64.494,5.1,0.746
14709,2016-07-25 02:00:00,0.5,66.137,4.7,0.765
14710,2016-07-25 03:00:00,0.0,67.127,4.9,0.777
14711,2016-07-25 04:00:00,0.0,69.452,5.0,0.804
14712,2016-07-25 05:00:00,0.0,79.056,5.9,0.915
14713,2016-07-25 06:00:00,0.0,92.356,12.0,1.069
14714,2016-07-25 07:00:00,0.0,82.045,7.6,0.95
14715,2016-07-25 08:00:00,0.0,71.476,6.1,0.827
14716,2016-07-25 09:00:00,0.0,67.547,5.5,0.782
14717,2016-07-25 10:00:00,0.0,64.74,5.9,0.749
14718,2016-07-25 11:00:00,0.0,64.05,5.7,0.741
14719,2016-07-25 12:00:00,0.0,64.099,5.4,0.742
14720,2016-07-25 13:00:00,0.0,64.595,5.2,0.748
14721,2016-07-25 14:00:00,0.0,65.325,5.0,0.756
14722,2016-07-25 15:00:00,0.0,66.066,5.0,0.765
14723,2016-07-25 16:00:00,0.0,65.052,4.7,0.753
14724,2016-07-25 17:00:00,0.0,65.239,4.6,0.755
14725,2016-07-25 18:00:00,0.0,62.785,4.4,0.727
14726,2016-07-25 19:00:00,0.0,62.152,4.1,0.719
14727,2016-07-25 20:00:00,0.0,61.349,4.1,0.71
14728,2016-07-25 21:00:00,0.0,60.104,4.1,0.696
14729,2016-07-25 22:00:00,0.0,59.199,3.9,0.685
14730,2016-07-25 23:00:00,0.0,59.111,3.8,0.684
14731,2016-07-26 00:00:00,0.0,58.602,3.9,0.678
14732,2016-07-26 01:00:00,0.0,56.454,4.0,0.653
14733,2016-07-26 02:00:00,0.0,56.785,4.2,0.657
14734,2016-07-26 03:00:00,0.0,55.248,4.5,0.639
14735,2016-07-26 04:00:00,0.0,55.824,4.5,0.646
14736,2016-07-26 05:00:00,0.0,55.905,4.0,0.647
14737,2016-07-26 06:00:00,0.0,54.266,3.7,0.628
14738,2016-07-26 07:00:00,0.0,53.828,3.8,0.623
14739,2016-07-26 08:00:00,0.0,52.101,3.8,0.603
14740,2016-07-26 09:00:00,0.0,50.574,3.8,0.585
15646,2016-09-02 03:00:00,1.0,31.613,4.7,0.366
15647,2016-09-02 04:00:00,0.5,37.477,6.5,0.434
15648,2016-09-02 05:00:00,0.5,43.982,8.9,0.509
15649,2016-09-02 06:00:00,1.0,49.271,9.1,0.57
15650,2016-09-02 07:00:00,2.0,50.035,9.1,0.579
15651,2016-09-02 08:00:00,1.5,49.499,9.0,0.573
15652,2016-09-02 09:00:00,1.5,55.676,10.5,0.644
15653,2016-09-02 10:00:00,2.5,64.815,14.6,0.75
15654,2016-09-02 11:00:00,1.0,89.01,28.8,1.03
15655,2016-09-02 12:00:00,2.0,134.015,43.1,1.551
15656,2016-09-02 13:00:00,2.0,191.04,57.6,2.211
15657,2016-09-02 14:00:00,2.0,215.475,56.7,2.494
15658,2016-09-02 15:00:00,2.5,194.952,55.1,2.256
15659,2016-09-02 16:00:00,1.5,794.294,62.1,9.193
15660,2016-09-02 17:00:00,1.0,1599.421,75.2,18.512
15661,2016-09-02 18:00:00,2.5,2462.987,63.8,28.507
15662,2016-09-02 19:00:00,0.0,2875.709,62.8,33.284
15663,2016-09-02 20:00:00,0.5,4071.455,65.0,47.123
15664,2016-09-02 21:00:00,1.0,5192.558,62.2,60.099
15665,2016-09-02 22:00:00,0.5,5333.833,57.1,61.734
15666,2016-09-02 23:00:00,2.5,4360.223,52.1,50.466
15667,2016-09-03 00:00:00,1.5,3583.42,43.0,41.475
15668,2016-09-03 01:00:00,0.0,2579.515,35.6,29.855
15669,2016-09-03 02:00:00,4.0,1708.219,33.8,19.771
15670,2016-09-03 03:00:00,0.5,1142.829,38.9,13.227
15671,2016-09-03 04:00:00,0.0,752.435,40.2,8.709
15672,2016-09-03 05:00:00,1.0,559.058,81.0,6.471
15673,2016-09-03 06:00:00,0.0,428.953,80.8,4.965
15674,2016-09-03 07:00:00,0.0,331.722,62.0,3.839
15675,2016-09-03 08:00:00,0.0,326.864,55.1,3.783
15676,2016-09-03 09:00:00,0.0,334.67,50.5,3.873
15677,2016-09-03 10:00:00,0.0,306.062,39.5,3.542
15678,2016-09-03 11:00:00,0.0,286.699,33.8,3.318
15679,2016-09-03 12:00:00,0.0,269.517,29.2,3.119
15680,2016-09-03 13:00:00,0.0,243.937,25.0,2.823
15681,2016-09-03 14:00:00,0.0,235.453,21.9,2.725
15682,2016-09-03 15:00:00,0.0,219.698,20.0,2.543
15683,2016-09-03 16:00:00,0.0,204.842,19.0,2.371
15684,2016-09-03 17:00:00,0.0,182.649,17.9,2.114
15685,2016-09-03 18:00:00,0.0,177.966,16.8,2.06
15686,2016-09-03 19:00:00,0.0,171.211,16.6,1.982
15687,2016-09-03 20:00:00,0.0,153.149,16.1,1.773
15688,2016-09-03 21:00:00,0.0,144.86,14.5,1.677
15689,2016-09-03 22:00:00,0.0,132.1,13.8,1.529
15690,2016-09-03 23:00:00,0.0,122.708,14.0,1.42
15691,2016-09-04 00:00:00,0.0,124.186,13.0,1.437
15692,2016-09-04 01:00:00,0.0,116.85,12.6,1.352
15693,2016-09-04 02:00:00,0.0,104.95,12.4,1.215
15694,2016-09-04 03:00:00,0.0,113.687,11.4,1.316
15695,2016-09-04 04:00:00,0.0,100.038,11.1,1.158
15696,2016-09-04 05:00:00,0.0,92.177,10.9,1.067
15697,2016-09-04 06:00:00,0.0,95.23,10.7,1.102
15698,2016-09-04 07:00:00,0.0,89.526,10.2,1.036
15699,2016-09-04 08:00:00,0.0,85.871,10.2,0.994
15700,2016-09-04 09:00:00,0.0,90.64,9.0,1.049
15701,2016-09-04 10:00:00,0.0,95.988,7.7,1.111
15702,2016-09-04 11:00:00,0.0,84.712,7.6,0.98
15703,2016-09-04 12:00:00,0.0,82.629,7.6,0.956
15704,2016-09-04 13:00:00,0.0,84.114,7.5,0.974
15705,2016-09-04 14:00:00,0.0,83.089,7.3,0.962
15706,2016-09-04 15:00:00,0.0,84.063,7.2,0.973
15707,2016-09-04 16:00:00,0.0,83.219,7.4,0.963
15708,2016-09-04 17:00:00,0.0,80.696,7.5,0.934
15709,2016-09-04 18:00:00,0.0,81.576,8.2,0.944
15710,2016-09-04 19:00:00,0.0,79.827,8.0,0.924
15711,2016-09-04 20:00:00,0.0,78.102,7.9,0.904
15712,2016-09-04 21:00:00,0.0,76.401,7.9,0.884
15713,2016-09-04 22:00:00,0.0,74.723,7.9,0.865
15714,2016-09-04 23:00:00,0.0,73.068,8.1,0.846
15715,2016-09-05 00:00:00,0.0,71.437,7.8,0.827
15716,2016-09-05 01:00:00,0.0,69.829,7.5,0.808
15717,2016-09-05 02:00:00,0.0,67.601,7.4,0.782
15718,2016-09-05 03:00:00,0.0,68.395,7.5,0.792
15719,2016-09-05 04:00:00,0.0,70.004,7.4,0.81
15720,2016-09-05 05:00:00,0.0,67.403,7.4,0.78
15721,2016-09-05 06:00:00,0.0,62.578,7.4,0.724
15722,2016-09-05 07:00:00,0.0,59.802,7.4,0.692
15723,2016-09-05 08:00:00,0.0,59.067,6.4,0.684
15724,2016-09-05 09:00:00,0.0,58.482,6.3,0.677
15725,2016-09-05 10:00:00,0.0,58.748,5.6,0.68
15726,2016-09-05 11:00:00,0.0,58.851,5.6,0.681
15727,2016-09-05 12:00:00,0.0,59.368,4.9,0.687
15728,2016-09-05 13:00:00,0.0,59.24,5.4,0.686
15729,2016-09-05 14:00:00,0.0,60.496,6.4,0.7
15730,2016-09-05 15:00:00,0.0,63.017,5.2,0.729
15731,2016-09-05 16:00:00,0.0,60.286,7.5,0.698
15732,2016-09-05 17:00:00,0.0,57.543,7.4,0.666
15733,2016-09-05 18:00:00,0.0,55.403,5.8,0.641
15734,2016-09-05 19:00:00,0.0,53.949,7.4,0.624
15735,2016-09-05 20:00:00,0.0,53.303,12.9,0.617
15736,2016-09-05 21:00:00,0.0,53.989,9.6,0.625
15737,2016-09-05 22:00:00,0.0,53.298,7.2,0.617
15738,2016-09-05 23:00:00,0.0,53.22,6.4,0.616
15739,2016-09-06 00:00:00,0.0,50.854,6.6,0.589
15740,2016-09-06 01:00:00,0.0,50.332,6.5,0.583
15741,2016-09-06 02:00:00,0.0,50.468,6.4,0.584
18370,2016-12-24 15:00:00,16.5,6.215,1.8,0.072
18371,2016-12-24 16:00:00,30.5,32.803,284.6,0.38
18372,2016-12-24 17:00:00,3.5,61.539,258.2,0.712
18373,2016-12-24 18:00:00,0.0,477.24,498.7,5.524
18374,2016-12-24 19:00:00,0.0,1532.241,461.8,17.734
18375,2016-12-24 20:00:00,0.0,950.3,280.2,10.999
18376,2016-12-24 21:00:00,0.0,301.791,280.9,3.493
18377,2016-12-24 22:00:00,0.0,150.155,240.3,1.738
